,t,x,y,theta,v,omega
55,1729435835.7161722,351.20919551313904,1130.5146005588717,0.6307633374915591,44.745196779599056,-23.41079190826124
56,1729435835.808247,352.8711151590289,1136.8919739469736,0.6410283400966428,44.59759429648486,-24.756115502276646
57,1729435835.9578404,345.6523639996493,982.8484619723018,-0.0019610370913030195,40.81437088673202,47.940628355692915
58,1729435836.0205495,350.7307914389703,980.1544396371685,-0.08632227495798883,38.80511254890079,56.68634700521281
59,1729435836.115653,352.61081814955753,974.8288793601969,-0.061719509145732765,39.31781808137826,54.575589729848495
60,1729435836.2319076,354.22698141667456,967.4088446288124,-0.10950893696307329,38.01511625089781,59.808468132821204
61,1729435836.3235648,355.51547351487335,961.4931946977235,-0.14760923374183,36.90193469170482,63.979867573988734
62,1729435836.4224393,356.87597961540644,955.2469182703279,-0.18783896139951795,35.65704516992435,68.38388456686961
63,1729435836.5307205,358.38149821582994,948.334868893154,-0.23235666202202054,34.19917176563578,73.25667591723739
64,1729435836.6124032,359.53110356218497,943.0568677339296,-0.2663501222347775,33.0312382208953,76.97705253374534
65,1729435836.7425704,361.3409438892969,934.7476341566896,-0.31986651840167823,31.100836421767877,82.8332747275589
66,1729435836.821861,362.4432404282266,929.6868344407468,-0.3524610724002071,29.872598266344983,86.39954978524588
67,1729435836.9186459,363.7887503793208,923.5094074618801,-0.39224736874391164,28.322220862289136,90.75217460324177
68,1729435837.0142567,365.11803770544725,917.4064608546095,-0.43155396728685735,26.7380556953531,95.0517486157338
69,1729435837.1667376,367.0075094423671,908.7316281832025,-0.48742503862082653,24.402361057678846,101.1622414233847
70,1729435837.229009,368.0900995028675,903.7613037041085,-0.5194368783926464,23.022697908557117,104.66276903072634
71,1729435837.3174503,369.3198931452165,898.1151467072705,-0.5558014807178191,21.42150437662604,108.638795667488
72,1729435837.4184463,370.7376027273737,891.6062409842814,-0.5977226969222373,19.5340573916856,113.22172845901855
73,1729435837.5517938,372.5920270973578,883.0923157441956,-0.6525574288922047,17.00435137435884,119.21534536694833
74,1729435837.6354158,373.7546363991171,877.7546115817486,-0.6869354118823172,15.386920680361293,122.97235390900016
75,1729435837.7258606,374.9979776238615,872.0462557130852,-0.7237006118600648,13.63343851089729,126.98971556729957
76,1729435837.818801,376.3027089210217,866.0560493168452,-0.7622810965272393,11.770039395708645,131.2048335921111
77,1729435837.9334092,377.89715362688236,858.7357275798821,-0.8094283134760523,9.465203824237262,136.3550648735638
78,1729435838.02718,379.20120207550485,852.7486562381065,-0.8479886065316706,7.561528361038394,140.56658327356467
79,1729435838.1237395,380.5294286660388,846.6505796183534,-0.8872638394644317,5.609093469911946,144.8555301016769
80,1729435838.2185345,381.8615004230956,840.5348492938493,-0.9266527727341116,3.640957290787247,149.15622014413213
81,1729435838.3968632,383.67274953966637,832.2191477644377,-0.9802108263520384,0.9552403496766075,155.002873945082
82,1729435838.469117,385.34556934661765,824.5389948247737,-1.0296755698233575,-1.5277994255591745,-153.75771865255706
83,1729435838.5403764,386.32239080935125,820.0542689760207,-1.0585598661896567,-2.9759090785124878,-150.60574392043068
84,1729435838.616791,387.38483683799035,815.1764286036267,-1.0899760534205671,-4.54735323985129,-147.17790999455042
85,1729435838.7552116,389.32470014515127,806.2702410877155,-1.147337187273363,-7.400947565477449,-140.92038256922132
86,1729435838.825738,390.28986346076357,801.8390394455222,-1.1758767559802286,-8.810373731146536,-137.80756959718383
87,1729435838.9493523,392.02233638559784,793.8850105828415,-1.227105422954298,-11.317557008342574,-132.2210143366661
88,1729435839.0330112,393.1712787722076,788.6100531658155,-1.2610792796606896,-12.960975065360472,-128.5168051463521
89,1729435839.1345901,394.5978521261596,782.0604526096332,-1.3032625947452119,-14.976178263372933,-123.9182776629785
90,1729435839.2267218,395.8787334464822,776.1797448389825,-1.3411378432708947,-16.758404819008017,-119.79011681611044
91,1729435839.3132646,397.08205510620104,770.6551244681286,-1.3767196775869006,-18.40648755727663,-115.91255950090398
92,1729435839.4153595,398.51533761277557,764.0747212408979,-1.4191013801558396,-20.33288042478504,-111.29479208057714
93,1729435839.5677283,400.37896054922584,755.5185640778086,-1.4742081107766256,-22.77170693283114,-105.29187883067861
94,1729435839.6371264,401.5776547499224,750.0151890274999,-1.5096531126182016,-24.297251500139158,-101.43156858005939
95,1729435839.7194507,402.7291395871554,744.7285588591429,-1.5437021487715041,-25.728421746219666,-97.72388887117191
96,1729435839.8172188,404.08872085884377,738.486528452114,-1.5839045295378122,-27.37227497694359,-93.34691432362803
97,1729435839.9533706,405.98132839535896,729.7972988801084,-1.6398683254568893,-29.572157816955006,-87.25531568407688
98,1729435840.0298893,407.0453124906072,724.912397025814,-1.6713299928225671,-30.76097861697457,-83.8314562767911
99,1729435840.1271267,408.38371219843293,718.7676141820257,-1.7109060415605037,-32.20480066687149,-79.52526832328223
100,1729435840.2137263,409.60812260765005,713.146172371839,-1.74711146341399,-33.47319555891964,-75.58654836994316
101,1729435840.3403318,411.35439835438166,705.1287727965865,-1.798748275390585,-35.191549128971104,-69.97027041649008
102,1729435840.4256587,412.54792146906476,699.6491389354258,-1.8340403698825116,-36.302230344538884,-66.13253873690175
103,1729435840.527502,413.9638410599096,693.1484513163725,-1.8759086566197434,-37.55018538927146,-61.58056105579828
104,1729435840.620857,415.2619129264281,687.188819310516,-1.9142922240654785,-38.62577627037761,-57.408273766227595
105,1729435840.7755048,417.0268012680093,679.085966673042,-1.9664794044832794,-39.97969913618161,-51.736813455820574
106,1729435840.8388138,418.29153288893616,673.2794044623456,-2.0038771115939036,-40.870900188327944,-47.67351550492322
107,1729435840.9236917,419.458305577896,667.9225855988924,-2.03837820460399,-41.63313918097492,-43.92561615029691
108,1729435841.0200968,420.81257322722576,661.7049507855842,-2.0784234632667804,-42.44432934152527,-39.57626765375197
109,1729435841.1339085,422.40879466520386,654.3764718195291,-2.1256232176126524,-43.29708824716102,-34.45100211535363
110,1729435841.2297342,423.7271696739225,648.323625208845,-2.164607142440825,-43.91562974244544,-30.218800528011293
111,1729435841.3412619,425.27788555498256,641.2040687072916,-2.2104613121097825,-44.54231897160358,-25.24183405390792
112,1729435841.4171965,426.31941188885844,636.4222736199698,-2.2412589106973355,-44.9013231485556,-21.89975620426847
113,1729435841.5521297,428.20924162404077,627.7457973277757,-2.297140567924742,-45.424341286978816,-15.8369875110965
114,1729435841.638161,429.4055657436478,622.2533036558265,-2.332515487231062,-45.66919876773958,-11.999972425472638
115,1729435841.7209587,430.5567920265801,616.9678605469269,-2.3665568780168824,-45.84132820521881,-8.308275048532687
116,1729435841.8132362,431.83975835530174,611.077580207062,-2.404493779570084,-45.9595323763028,-4.194901591133737
117,1729435841.9916728,434.09044370945384,600.744364598829,-2.4710458213471895,-45.97903693455164,3.019117194064691
118,1729435842.0624034,435.3038390425026,595.1734945652696,-2.506925530942416,-45.8903089397038,6.907295535318525
